name,affiliated_committee_name,committee_id
"FIDELITY NATIONAL INFORMATION SYSTEMS, INC. GOOD GOVERNMENT FUND (FIS GOOD GOVERNMENT FUND)","FIDELITY NATIONAL INFORMATION SYSTEMS, INC.",C00561647
ALASKA COMMUNICATIONS FEDERAL PAC,NONE,C00564195
NEW BELGIUM BREWING COMPANY INC - FEDERAL PAC NEW BELGIUM FEDERAL PAC,NEW BELGIUM BREWING COMPANY INC,C00566521
"THE TRAVELERS COMPANIES, INC. POLITICAL ACTION COMMITTEE (T-PAC)",THE TRAVELERS COMPANIES INC.,C00376376
AT&T INC./WARNERMEDIA LLC OHIO EMPLOYEE POLITICAL ACTION COMMITTEE (AT&T/WARNERMEDIA OHIO PAC),AT&T INC.,C00377044
TRANSFORM SR HOLDING LLC PAC,TRANSFORM SR HOLDINGS LLC,C00038612
POTLATCHDELTIC CORPORATION POLITICAL ACTION COMMITTEE (POTLATCHDELTIC PAC),POTLATCHDELTIC CORPORATION,C00041608
"MOTOROLA SOLUTIONS, INC. POLITICAL ACTION COMMITTEE","MOTOROLA SOLUTIONS, INC.",C00075341
II-VI INCORPORATED PAC,II-VI INCORPORATED PAC,C00377960
NATIONAL FUEL GAS COMPANY FEDERAL POLITICAL ACTION COMMITTEE,NATIONAL FUEL GAS COMPANY,C00083758
THE AMERICAN ELECTRIC POWER COMMITTEE FOR RESPONSIBLE GOVERNMENT,AMERICAN ELECTRIC POWER,C00096842
"WILLIAMS AND JENSEN, PLLC POLITICAL ACTION COMMITTEE","WILLIAMS & JENSEN, PLLC",C00039206
"LINCOLN NATIONAL CORPORATION POLITICAL ACTION COMMITTEE (AKA LINCOLN FINANCIAL GROUP POLITICAL ACTION COMMITTEE, LFGPAC)",LINCOLN NATIONAL CORPORATION,C00110577
COMMUNITY BANCSHARES OF MISSISSIPPI INC. POLITICAL ACTION COMMITTEE,NONE,C00228924
AMALGAMATED BANK PAC,AMALGAMATED BANK,C00379693
PENNSYLVANIA FEDERATION OF DEMOCRATIC WOMEN INC FEDERAL PAC,,C00338558
"CISCO SYSTEMS, INC. FEDERAL PAC, AKA CISCO SYSTEMS EPAC","CISCO SYSTEMS, INC.",C00362707
NATIONWIDE MUTUAL INSURANCE COMPANY POLITICAL ACTION COMMITTEE,NATIONWIDE,C00076174
NUCOR CORPORATION POLITICAL ACTION COMMITTEE,NUCOR CORPORATION,C00379628
GREEN DIAMOND RESOURCE COMPANY POLITICAL ACTION COMMITTEE,SIMPSON INVESTMENT COMPANY POLITICAL ACTION COMMITTEE,C00402321
PAN-AMERICAN LIFE INSURANCE COMPANY PAC (PALIC PAC),PAN-AMERICAN LIFE INSURANCE COMPANY,C00232272
CONSOLIDATED EDISON INC. EMPLOYEES' POLITICAL ACTION COMMITTEE (CEIPAC),CONSOLIDATED EDISON INC. EMPLOYEES' POLITICAL ACTION COMMITTEE (CEIPAC),C00407635
MURRAY ENERGY CORPORATION POLITICAL ACTION COMMITTEE,MURRAY ENERGY CORPORATION,C00410985
SUN LIFE FINANCIAL (U.S.) SERVICES COMPANY INC PAC   SUN LIFE PAC,SUN LIFE FINANCIAL (U.S.) SERVICES COMPANY INC.,C00677146
INVENERGY LLC PAC,,C00437244
"PEPSICO, INC. CONCERNED CITIZENS FUND","PEPSICO, INC.",C00039321
ARDENT LEGACY HOLDINGS LLC GOOD GOVERNMENT FUND,ARDENT LEGACY HOLDINGS LLC,C00390963
ULLICO INC. POLITICAL ACTION COMMITTEE (ULLIPAC),ULLICO INC.,C00236760
"ATN INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE (ATN PAC)","ATN INTERNATIONAL, INC.",C00494526
CEMEX INC. EMPLOYEES PAC,CEMEX INC.,C00111880
LTK CONSULTING SERVICES INC - PAC,LTK CONSULTING SERVICES INC,C00236968
"JM FAMILY ENTERPRISES, INC. PAC","JM FAMILY ENTERPRISES, INC.",C00240911
"MESSER NORTH AMERICA, INC. ALLIANCE FOR GOOD GOVERNMENT","MESSER NORTH AMERICA, INC.",C00695239
OUR FREEDOMS,OUR FREEDOMS LC,C00704171
VISTA OUTDOOR INC. POLITICAL ACTION COMMITTEE (A/K/A VISTA OUTDOOR PAC),VISTA OUTDOOR INC.,C00572156
"TORCH TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE",,C00400424
"LENDMARK FINANCIAL SERVICES, LLC. LENDPAC (A.K.A. 'LENDPAC')",NONE,C00580225
UNIT CORPORATION FEDERAL POLITICAL ACTION COMMITTEE (OR UNIT CORPORATION FEDERAL PAC),UNIT CORPORATION,C00708958
"PUBLIX SUPER MARKETS, INC. ASSOCIATES POLITICAL ACTION COMMITTEE","PUBLIX SUPER MARKETS, INC.",C00400705
KCI HOLDINGS INC. POLITICAL ACTION COMMITTEE AKA KCI PAC,KCI HOLDINGS INC.,C00778019
JACKSON OFFSHORE OPERATORS LLC PAC,JACKSON OFFSHORE OPERATORS LLC,C00627679
COMPUWARE CORPORATION POLITICAL ACTION COMMITTEE,COMPUWARE CORPORATION,C00628875
VNA HOLDING INC. POLITICAL ACTION COMMITTEE (VG PAC),VNA HOLDING INC.,C00652701
"ALTERMAN MANAGEMENT GROUP, INC. PAC","ALTERMAN MANAGEMENT GROUP, INC.",C00652883
"REFRESH CLUB, INC./THE WING PAC","REFRESH CLUB, INC. DBA THE WING",C00677039
"PEOPLETEC, INC. POLITICAL ACTION COMMITTEE (PEOPLETEC PAC)","PEOPLETEC, INC.",C00744425
"NMI HOLDINGS, INC. POLITICAL ACTION COMMITTEE (NMI PAC)","NMI HOLDINGS, INC.",C00696476
HEARTLAND COCA-COLA BOTTLING COMPANY EMPLOYEE PAC,HEARTLAND COCA-COLA BOTTLING COMPANY,C00697961
CLEAR CHANNEL OUTDOOR LLC. PAC,CLEAR CHANNEL OUTDOOR LLC.,C00699157
"ASCENSUS GROUP, LLC POLITICAL ACTION COMMITTEE (ASCENSUS PAC)","ASCENSUS GROUP, LLC",C00700468
"STERLING CONSTRUCTION COMPANY, INC. FEDERAL PAC","STERLING CONSTRUCTION COMPANY, INC.",C00704965
OTIS WORLDWIDE CORPORATION POLITICAL ACTION COMMITTEE,UNITED TECHNOLOGIES CORPORATION POLITICAL ACTION COMMITTEE,C00742239
EZCORP INC. POLITICAL ACTION COMMITTEE,"EZCORP, INC.",C00414185
SPOWER POLITICAL ACTION COMMITTEE,SPOWER,C00748277
"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE","LOWE'S COMPANIES, INC.",C00251751
WESTROCK POLITICAL ACTION COMMITTEE,WESTROCK COMPANY,C00117424
WILLIS NORTH AMERICA INC POLITICAL ACTION COMMITTEE,NONE,C00418731
EDISON INTERNATIONAL PAC,EDISON INTERNATIONAL,C00019653
BANK OF HAWAII CORPORATION SPECIAL POLITICAL EDUCATION COMMITTEE,BANK OF HAWAII,C00025668
"GERSON LEHRMAN GROUP INC. PAC, INC. (GERSON LEHRMAN GROUP PAC, INC.)",GERSON LEHRMAN GROUP INC.,C00419556
CLEAN AND PROSPEROUS AMERICA PAC,CLEAN AND PROSPEROUS AMERICA,C00760900
"THE WILLIAMS COMPANIES, INC. POLITICAL ACTION COMMITTEE","THE WILLIAMS COMPANIES, INC.",C00040394
THE KRAFT HEINZ COMPANY POLITICAL ACTION COMMITTEE (KRAFTHEINZPAC),THE KRAFT HEINZ COMPANY,C00077701
GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GDC PAC),GENERAL DYNAMICS CORPORATION,C00078451
DUKE ENERGY CORPORATION PAC,DUKE ENERGY CORPORATION,C00083535
OMEGA PROTEIN INC. PAC,NONE,C00085480
MAYFLOWER-PLYMOUTH,MAYFLOWER-PLYMOUTH CAPITAL LLC,C00763490
"CONAGRA BRANDS, INC. GOOD GOVERNMENT ASSOCIATION","CONAGRA BRANDS, INC.",C00087874
CAE (US) INC. PAC,CAE (US) INC.,C00764480
"PIONEER NATURAL RESOURCES USA, INC. FEDERAL POLITICAL ACTION COMMITTEE","PIONEER NATURAL RESOURCES USA, INC.",C00420950
AMERICAN AIRLINES INC. POLITICAL ACTION COMMITTEE (AAPAC),AMERICAN AIRLINES INC.,C00107300
GATX CORPORATION GOOD GOVERNMENT PROGRAM,GATX CORPORATION,C00118703
WASTE MANAGEMENT EMPLOYEES BETTER GOVERNMENT FUND,WASTE MANAGEMENT,C00119008
SIMMONS FIRST NATIONAL BANK POLITICAL ACTION COMMITTEE (SIMPAC) FEDERAL FUND,,C00123885
DIAMOND FOODS LLC POLITICAL ACTION COMMITTEE,,C00126466
"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE","BLOOMIN' BRANDS, INC",C00253153
ECOLOGY AND ENVIRONMENT COMMITTEE FOR RESPONSIBLE GOVERNMENT,ECOLOGY & ENVIRONMENT INC,C00147918
CATERPILLAR INC. POLITICAL ACTION COMMITTEE (CATPAC),CATERPILLAR INC.,C00148031
EQT CORPORATION PAC,EQT CORPORATION,C00151175
ARCH RESOURCES INC. POLITICAL ACTION COMMITTEE (ARCHPAC),"ARCH RESOURCES, INC.",C00167668
WASHINGTON FEDERAL SAVINGS AND LOAN ASSOCIATION POLITICAL ACTION COMMITTEE,WASHINGTON FEDERAL SAVINGS & LOAN ASSN,C00257527
COALITION FOR LIFE CHANGING TECHNOLOGIES PAC CORP,NEW COALITION FOR LIFE CHANGING TECHNOLOGIES INC,C00754838
EAT'N PARK RESTAURANTS INC POLITICAL ACTION COMMITTEE,,C00251132
PARKHILL PAC - FED,PARKHILL,C00782904
GOOGLE LLC NETPAC,GOOGLE LLC,C00428623
TRINITY INDUSTRIES EMPLOYEE POLITICAL ACTION COMMITTEE (SF) INC.,TRINITY INDUSTRIES INC.,C00268904
AMICA MUTUAL INSURANCE COMPANY/FED-POLITICAL ACTION COMMITTEE,AMICA MUTUAL INSURANCE COMPANY,C00268987
WSP USA INC. PAC,WSP USA INC.,C00287003
CITIGROUP INC. POLITICAL ACTION COMMITTEE - FEDERAL (CITIGROUP PAC-FEDERAL),CITIGROUP INC.,C00008474
UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,UNION PACIFIC CORPORATION,C00010470
HIGHMARK PAC OF HIGHMARK INC.,HIGHMARK INC.,C00302844
"MAYER ELECTRIC SUPPLY COMPANY INC POLITICAL ACTION COMMITTEE, THE (MAYER ELECTRIC PAC)",,C00305599
LYONDELL CHEMICAL COMPANY PAC,LYONDELL CHEMICAL COMPANY,C00306175
OKLAHOMA COMMUNITY ACTION PROGRAM - POLITICAL ACTION COMMITTEE INC,,C00257691
MARATHON OIL COMPANY EMPLOYEES POLITICAL ACTION COMMITTEE (MEPAC),MARATHON OIL COMPANY,C00040568
FASPAC FAREWAY STORES INC PAC,FAREWAY STORES INC,C00331686
ROCHE DIAGNOSTICS CORPORATION PAC (ROCHE DXPAC),ROCHE DIAGNOSTICS CORPORATION,C00072769
EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORPORATION,C00088591
"ALLIANCE COAL, LLC PAC","ALLIANCE COAL, LLC",C00330233
HOLLYFRONTIER CORPORATION PAC,HOLLYFRONTIER CORPORATION PAC,C00342766
E*TRADE FINANCIAL CORPORATION PAC,E*TRADE FINANCIAL CORPORATION,C00356345
MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,C00118943
"SECURIAN, INC PAC","SECURIAN, INC",C00120006
J. R. SIMPLOT COMPANY POLITICAL ACTION COMMITTEE,J.R. SIMPLOT COMPANY,C00120873
SAP AMERICA INC PAC,"SAP AMERICA, INC.",C00367375
WINNING STRATEGIES WASHINGTON PAC,NONE,C00368993
PURDUE PHARMA INC. POLITICAL ACTION COMMITTEE (PURDUE PAC),PURDUE PHARMA INC.,C00370643
BUTZEL LONG FEDERAL POLITICAL ACTION COMMITTEE,,C00375915
"PORTS AMERICA GROUP, INC. DBA PORTS AMERICA PAC","PORTS AMERICA GROUP, INC.",C00396812
PHARMERICA CORPORATION POLITICAL ACTION COMMITTEE PPAC,PHARMERICA CORPORATION,C00397455
KEYCORP ADVOCATES FUND-FEDERAL,KEYCORP,C00399063
SCHAEFFLER GROUP USA INC POLITICAL ACTION COMMITTEE,NONE,C00405209
DYNCORP INTERNATIONAL LLC POLITICAL ACTION COMMITTEE (DIPAC),DYNCORP INTERNATIONAL LLC,C00409979
"MATSON, INC. FEDERAL ELECTION COMMITTEE","MATSON, INC. FEDERAL ELECTION COMMITTEE",C00024752
BALL CORPORATION POLITICAL ACTION COMMITTEE,BALL CORPORATION,C00039461
REYNOLDS AMERICAN INC. POLITICAL ACTION COMMITTEE; RAI PAC,REYNOLDS AMERICAN INC.,C00042002
BAYER CORPORATION CROP SCIENCE EMPLOYEES CITIZENSHIP FUND (BAYER CROP SCIENCE FUND),MONSANTO COMPANY,C00042069
CIGNA CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE,CIGNA CORPORATION,C00085316
SERVICE CORPORATION INTERNATIONAL PAC,SERVICE CORPORATION INTERNATIONAL,C00173096
THE NEWHALL LAND AND FARMING COMPANY POLITICAL ACTION COMMITTEE,THE NEWHALL LAND AND FARMING COMPANY,C00111104
THRIVENT FINANCIAL FOR LUTHERANS POLITICAL ACTION COMMITTEE,THRIVENT FINANCIAL FOR LUTHERANS,C00121319
MURPHY OIL CORPORATION POLITICAL ACTION COMMITTEE,MURPHY OIL CORPORATION,C00145722
INTERGRAPH CORPORATION POLITICAL ACTION COMMITTEE,INTERGRAPH CORPORATION,C00201491
GENENTECH INC. POLITICAL ACTION COMMITTEE (GENENPAC),GENENTECH INC.,C00199257
DOMINION ENERGY INC. SCANA POLITICAL ACTION COMMITTEE,SCANA CORPORATION,C00200907
ANESTHESIA SERVICE MEDICAL GROUP ADVOCACY FUND,NONE,C00216184
REEBOK INTERNATIONAL LTD PAC,NONE,C00256313
BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC),BNSF RAILWAY COMPANY,C00235739
MGM RESORTS INTERNATIONAL  PAC,MGM RESORTS INTERNATIONAL,C00299321
C3.AI INC. PAC,"C3.AI, INC. PAC",C00750026
BLUE CROSS AND BLUE SHIELD OF NEBRASKA PAC,,C00276311
"WINTHROP & WEINSTINE, P.A. POLITICAL FUND","WINTHROP & WEINSTINE, P.A.",C00277988
"FRANK, GALE, BAILS, MURCKO & POCRASS, PC FEDERAL PAC",,C00278812
WELLS FARGO AND COMPANY EMPLOYEES GOOD GOVERNMENT FEDERAL FUND II,WELLS FARGO AND COMPANY,C00300178
GRANGE INSURANCE FEDERAL PAC,GRANGE INSURANCE,C00302695
NORTH AMERICAN COAL CORP. POLITICAL ACTION COMM. NACPAC,THE NORTH AMERICAN COAL CORPORATION,C00303685
TAYLOR MORRISON INC. BUILDING STRONG BUSINESS PAC,TAYLOR MORRISON INC.,C00564807
WEBSTER BANK PAC - FEDERAL,WEBSTER BANK,C00321406
NEWS CORPORATION POLITICAL ACTION COMMITTEE (NEWS CORP PAC),NEWS CORPORATION,C00546101
CONCHO RESOURCES INC. PAC,"CONCHO RESOURCES, INC.",C00542092
CANAL BARGE COMPANY INC PAC (CANAL BARGE PAC),CANAL BARGE COMPANY INC,C00541110
OLYMPIC STEEL INC POLITICAL ACTION COMMITTEE,,C00540542
"AMERICAN FAMILY MUTUAL INSURANCE COMPANY, S.I. FEDERAL PAC (AMFAM PAC)","AMERICAN FAMILY MUTUAL INSURANCE COMPANY, S.I.",C00354290
"WOODWARD, INC. FOR EFFECTIVE GOVERNMENT","WOODWARD, INC.",C00502955
FACEBOOK INC. PAC,FACEBOOK INC.,C00502906
GULF COAST BANK & TRUST WAVE PAC,,C00496588
"ALVAREZ & MARSAL HOLDINGS, LLC PAC","ALVAREZ & MARSAL HOLDINGS, LLC",C00489948
WAKEFERN FOOD CORP. POLITICAL ACTION COMMITTEE,WAKEFERN FOOD CORP.,C00489005
EXPRESS SCRIPTS INC. POLITICAL FUND (A/K/A EXPRESS SCRIPTS PAC),EXPRESS SCRIPTS INC.,C00365072
PARKDALE MILLS INC POLITICAL ACTION COMMITTEE,PARKDALE MILLS INC,C00470070
"SMITH & NEPHEW, INC. PAC (S+N PAC)",NONE,C00374066
"SPIRIT AEROSYSTEMS, INC. PAC","SPIRIT AEROSYSTEMS, INC.",C00428110
JASPER WYMAN AND SON PAC,JASPER WYMAN & SON PAC,C00427583
JBS USA LLC PAC,JBS USA LLC,C00394650
PENN NATIONAL GAMING INC POLITICAL ACTION COMMITTEE,PENN NATIONAL GAMING INC POLITICAL ACTION COMMITTEE,C00423814
"HANNON ARMSTRONG CAPITAL, LLC CLIMATE SOLUTIONS PAC (AKA HANNON ARMSTRONG CLIMATE SOLUTIONS PAC)","HANNON ARMSTRONG CAPITAL, LLC",C00396085
BARGE DESIGN SOLUTIONS INC. FEDERAL POLITICAL ACTION COMMITTEE,"BARGE DESIGN SOLUTIONS, INC.",C00417360
"BEST BUY CO., INC. EMPLOYEE POLITICAL FORUM","BEST BUY CO., INC.",C00405076
NATIONWIDE MUTUAL INSURANCE COMPANY FINANCIAL & INVESTMENTS POLITICAL ACTION COMMITTEE,NATIONWIDE MUTUAL INSURANCE COMPANY,C00406215
"STANLEY CONSULTANTS INC., PAC","STANLEY CONSULTANTS INC., PAC",C00415224
CORELOGIC INC PAC,"CORELOGIC, INC.",C00416693
FOX CORPORATION POLITICAL ACTION COMMITTEE (FOX PAC),FOX CORPORATION,C00693002
"DEMOCRATIC SOCIALISTS OF AMERICA, INC. PAC",,C00419572
"ALLSTREAMPAC OF ALLSTREAM BUSINESS US, LLC","ALLSTREAM BUSINESS US, INC.",C00428094
"JJF MANAGEMENT SERVICES INC. POLITICAL ACTION COMMITTEE, AKA FITZWAY FEDERAL PAC","JJF MANAGEMENT SERVICES, INC.",C00428979
WELLS FARGO AND COMPANY NORTH CAROLINA EMPLOYEES GOOD GOVERNMENT FUND,WELLS FARGO AND COMPANY EMPLOYEE PAC (AKA WELLS FARGO EMPLOYEE PAC),C00429852
AMERICAN INCOME LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,AMERICAN INCOME LIFE INSURANCE COMPANY,C00436899
REPUBLIC NATIONAL DISTRIBUTING COMPANY POLITICAL ACTION COMMITTEE,REPUBLIC NATIONAL DISTRIBUTING COMPANY POLITICAL ACTION COMMITTEE,C00439323
APTIM CORP. POLITICAL ACTION COMMITTEE (AKA APTIM PAC),APTIM CORP.,C00652826
COPART INC POLITICAL ACTION COMMITTEE (COPART PAC),COPART INC POLITICAL ACTION COMMITTEE (COPART PAC),C00452581
CONNECTICUT ASSOCIATION OF OPTOMETRISTS INC PAC; THE,NONE,C00453290
ILLINOIS STATE RIFLE ASSOCIATION FED PAC,,C00463026
AMERICAN MARITIME HOLDINGS INCORPORATED POLITICAL ACTION COMMITTEE,AMERICAN MARITIME HOLDINGS INCORPORATED,C00464537
VERTEX PHARMACEUTICALS INCORPORATED POLITICAL ACTION COMMITTEE,VERTEX PHARMACEUTICALS INCORPORATED,C00468660
"FLIR SYSTEMS, INC. EMPLOYEES POLITICAL ACTION COMMITTEE (FLIRPAC)","FLIR SYSTEMS, INC.",C00411454
REALOGY HOLDINGS CORPORATION PAC (REALOGY PAC),REALOGY HOLDINGS CORPORATION,C00424218
THE MOSAIC COMPANY POLITICAL ACTION COMMITTEE (MOSAICPAC),MOS HOLDINGS INC.,C00455766
MANNIK AND SMITH GROUP INC PAC; THE AKA MSG PAC,"THE MANNIK & SMITH GROUP, INC.",C00497313
CAREER EDUCATION CORPORATION PAC (CEC PAC),CAREER EDUCATION CORPORATION,C00461574
EMBRAER AIRCRAFT HOLDING INC POLITICAL ACTION COMMITTEE (EMBRAER PAC),,C00472225
QEP RESOURCES INC POLITICAL ACTION COMMITTEE,,C00485730
"GENERAL CIGAR COMPANY, INC. POLITICAL ACTION COMMITTEE (GENERAL CIGAR PAC)","GENERAL CIGAR COMPANY, INC.",C00488320
PHILLIPS 66 PAC,PHILLIPS 66,C00513549
NANA REGIONAL CORPORATION PAC (NANAPAC),NANA REGIONAL CORPORATION,C00512327
"TRANSCANADA USA SERVICES, INC. PAC (TC PAC)","TRANSCANADA USA SERVICES, INC.",C00525055
MIRACA LIFE SCIENCES INC EMPLOYEES FEDERAL PAC,MIRACA LIFE SCIENCES,C00524710
"YELP, INC. POLITICAL ACTION COMMITTEE","YELP, INC.",C00553966
STUPP BROS INC POLITICAL ACTION COMMITTEE (STUPP PAC),NONE,C00554097
PROLIANCE SURGEONS POLITICAL ACTION COMMITTE,PROLIANCE SURGEONS INC,C00540112
BIOMARIN PHARMACEUTICAL INC. POLITICAL ACTION COMMITTEE AKA BIOMARIN PAC,BIOMARIN PHARMACEUTICAL INC.,C00543371
CGB ENTERPRISES INC PAC (CGB PAC),,C00563841
COTIVITI CORPORATION POLITICAL ACTION COMMITTEE (COTIVITI PAC),COTIVITI CORPORATION,C00568584
"CONTINENTAL RESOURCES, INC. POLITICAL ACTION COMMITTEE",CONTINENTAL RESOURCES INC,C00551184
"PULTEGROUP, INC. POLITICAL ACTION COMMITTEE (PULTE PAC)","PULTEGROUP, INC.",C00560839
"COEUR MINING, INC. PAC","COEUR MINING, INC.",C00563072
RAYONIER ADVANCED MATERIALS INC GOOD GOVERNMENT COMMITTEE,RAYONIER ADVANCED MATERIALS INC.,C00566760
CIBC BANCORP US INC FEDERAL PAC,THE PRIVATEBANK (OR PRIVATEBANCORP),C00570044
MORTGAGE GUARANTY INSURANCE CORPORATION POLITICAL ACTION COMMITTEE ('MGIC-PAC'),MORTGAGE GUARANTY INSURANCE CORPORATION POLITICAL ACTION COMMITTEE ('MGIC-PAC'),C00586859
"IEX GROUP, INC. PAC","IEX GROUP, INC.",C00621987
POINT BLANK ENTERPRISES INC POLITICAL ACTION COMMITTEE,POINT BLANK ENTERPRISES INC,C00622118
LSEG US HOLDCO INC. PAC (LSEG US PAC),LSEG US HOLDCO INC.,C00640243
SIMON GROUP HOLDINGS 1 LLC PAC,SIMON GROUP HOLDINGS I LLC,C00638338
"ALPHA METALLURGICAL RESOURCES, INC. POLITICAL ACTION COMMITTEE","ALPHA METALLURGICAL RESOURCES, INC.",C00650598
"SWITCH, INC. PAC","SWITCH, INC.",C00661942
THE J.M. SMUCKER COMPANY PAC (SMUCKER PAC),THE J.M. SMUCKER COMPANY,C00669655
CAREWISE HEALTH FEDERAL PAC,,C00685404
NAMMO INC EMPLOYEE POLITICAL ACTION COMMITTEE,NONE,C00709956
TRANSDIGM GROUP INC. EMPLOYEE POLITICAL ACTION COMMITTEE,TRANSDIGM GROUP INC.,C00714329
QUANTA SERVICES INC POLITICAL ACTION COMMITTEE,"QUANTA SERVICES, INC.",C00720920
"FORESCOUT TECHNOLOGIES, INC. PAC","FORESCOUT TECHNOLOGIES, INC.",C00723551
ARCONIC CORPORATION EMPLOYEES' VOLUNTARY POLITICAL ACTION COMMITTEE,ARCONIC CORPORATION,C00728030
SABIC INNOVATIVE PLASTICS US LLC PAC (SABIC EMPLOYEES PAC),SABIC INNOVATIVE PLASTICS US LLC,C00733725
"OHIO BATTLEGROUND ALLIANCE-OHIOWOMEN FOR LIBERTY, LLC",OHIO WOMEN FOR LIBERTY,C00760157
"APPLIED RESEARCH ASSOCIATES, INC. POLITICAL ACTION COMMITTEE (ARAPAC)","APPLIED RESEARCH ASSOCIATES, INC.",C00762427
ANWAY LONG GROUP PAC,ANWAY LONG GROUP,C00773242
ALLERGY ASSOCIATES PA POLITICAL ACTION COMMITTEE,ALLERGY ASSOCIATES P.A.,C00691378
ENBRIDGE (U.S.) INC. POLITICAL ACTION COMMITTEE (ENBRIDGE-DCP PAC),ENBRIDGE (U.S.) INC.,C00429662
MIDAMERICAN ENERGY COMPANY PAC,MIDAMERICAN ENERGY COMPANY,C00081273
CSX CORPORATION GOOD GOVERNMENT FUND,CSX CORPORATION,C00163832
BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ PC PAC,BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ PC,C00431072
RAYTHEON TECHNOLOGIES CORPORATION PAC (FORMERLY UTC PAC),UNITED TECHNOLOGIES CORPORATION,C00035683
"USANA HEALTH SCIENCES, INC PAC","USANA HEALTH SCIENCES, INC.",C00709295
R.R. DONNELLEY & SONS COMPANY GOOD GOVERNMENT FUND,R.R. DONNELLEY & SONS COMPANY,C00033977
AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),AFLAC,C00034157
KELLOGG COMPANY BETTER GOVERNMENT COMMITTEE,KELLOGG COMPANY,C00039552
FEDEX CORPORATION POLITICAL ACTION COMMITTEE,FEDEX CORPORATION,C00068692
"QURATE RETAIL, INC. PAC","QURATE RETAIL, INC.",C00442434
BURNS AND MCDONNELL INC. PAC,"BURNS & MCDONNELL, INC.",C00442913
XPERI CORPORATION POLITICAL ACTION COMMITTEE,NONE,C00443739
ANDREWS KURTH KENYON LLP FEDERAL PAC,ANDREWS KURTH KENYON LLP,C00089540
VIAD CORP GOOD GOVERNMENT PROJECT,,C00097238
"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)","MERCK & CO., INC.",C00097485
"UNITED AIRLINES, INC. POLITICAL ACTION COMMITTEE (UAPAC)","UNITED AIRLINES, INC.",C00101766
PARSONS CORPORATION POLITICAL ACTION COMMITTEE,PARSONS CORPORATION,C00103549
"GREENWICH BIOSCIENCES, INC. POLITICAL ACTION COMMITTEE","GREENWICH BIOSCIENCES, INC.",C00721811
JPMORGAN CHASE & CO. FEDERAL POLITICAL ACTION COMMITTEE,JPMORGAN CHASE & CO. PAC,C00104299
VALERO ENERGY CORPORATION POLITICAL ACTION COMMITTEE,VALERO ENERGY CORPORATION,C00109546
WYNDHAM HOTELS & RESORTS INC POLITICAL ACTION COMMITTEE,"WYNDHAM HOTELS & RESORTS, INC.",C00679910
ROLLINS INC POLITICAL ACTION COMMITTEE,,C00131219
JOHN HANCOCK LIFE INSURANCE COMPANY (USA) FEDERAL POLITICAL ACTION COMMITTEE,JOHN HANCOCK LIFE INSURANCE COMPANY (USA),C00137265
BASS BROTHERS ENTERPRISES INC. - POLITICAL ACTION COMMITTEE,NONE,C00172635
ZIONS BANCORPORATION PAC,"ZIONS BANCORPORATION, N.A.",C00275230
KANSAS CITY LIFE INSURANCE COMPANY EMPLOYEES' POLITICAL ACTION COMMITTEE-FUND II,KANSAS CITY LIFE INSURANCE COMPANY,C00042663
NXSTAGE MEDICAL INC POLITICAL ACTION COMMITTEE,NXSTAGE MEDICAL INC,C00463745
"DEMOCRACY ENGINE, INC., PAC","DEMOCRACY ENGINE, INC.",C00468314
NEW YORK LEAGUE OF CONSERVATION VOTERS FEDERAL FUND,,C00278424
ORTHOCAROLINA PA FEDERAL PAC,"ORTHOCAROLINA, PA",C00471508
ANADARKO PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE,ANADARKO PETROLEUM CORPORATION,C00231951
DULCICH INC DBA PACIFIC SEAFOOD GROUP EMPLOYEE PAC,DULCICH INC. DBA PACIFIC SEAFOOD GROUP,C00475350
"S&T BANK/S&T BANCORP, INC. POLITICAL ACTION COMMITTEE","S&T BANK/S&T BANCORP, INC. POLITICAL ACTION COMMITTEE",C00263483
FIRST FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,CITIZENS STATE BANK WOODVILLE TEXAS POLITICAL ACTION COMMITTEE,C00087155
"GRAPHIC PACKAGING INTERNATIONAL, LLC POLITICAL ACTION COMMITTEE","GRAPHIC PACKAGING INTERNATIONAL, LLC",C00282566
PATRIOT NATIONAL COMMITTEE LLC,PATRIOT NATIONAL COMMITTEE LLC,C00773622
